title,published_time,channel_id,video_id
DUMPSTER DIVING FULL OF ORGANIC FRUITS AND VEGGIES UNBELIEVABLE TRASH,2021-09-04T04:00:32Z,UC4kwwd_h6mWoXdPqJ4iuFxw,xCatvOWV-f8
OH DAD POOR DAD MAMMA&#39;S SENT HIM TO THE DUMSPTER &amp; I&#39;M FEELIN SO BLUE ~ FREE FOOD ALDI DUMSPTER DIVE,2022-06-20T19:56:52Z,UCR4u4zBm37-uODgDlvsu7Bg,tHurWpGLuVA
TOO MUCH FREE FOOD! Food Waste In America ~ Dumpster Diving and Extreme Frugality!,2019-03-16T15:30:20Z,UCR4u4zBm37-uODgDlvsu7Bg,7QHquBKU5mI
THEY THREW OUT HALF THE STORE!! DUMSPTER DIVING AT ALDI ~ PLUS HE WORE GLOVES TO MAKE YOU HAPPY!,2021-07-23T18:07:14Z,UCR4u4zBm37-uODgDlvsu7Bg,U4-612IoYO0
"DUMPSTER DIVING - CRAZIEST Chocolate Haul Stashed Under Bags of Trash at K Mart!!,",2023-10-11T21:07:58Z,UCxXBjH8I-4bq311RQxKf4fA,TP4cg39ca2s
"FREE STEAK, HAMBURGER MEAT, SALMON AND MORE ~ DUMSPTER DIVING AT ALDI",2022-11-05T16:00:36Z,UCR4u4zBm37-uODgDlvsu7Bg,xMXTT0rhyP4
Dumpster Diving Aldi #181 Free Grocery Shopping!,2023-06-26T15:47:13Z,UCXKbOY-1OhzAtLtGPOoBrLw,czL9OaR4m48
Wow VALUABLE Free Groceries ~Dumspter Diving at ALDI! MEGA HAUL!  Free Meat!,2022-10-01T16:00:20Z,UCR4u4zBm37-uODgDlvsu7Bg,i4_LmSoQp98
Massive grocery haul dumspter diving find.,2018-08-17T13:16:27Z,UCC_SM5PMx2NI7_m-54MHTxg,vGpAhtkSfUI
Dumpster Diving Huge Food Donations!!! - S2E52,2022-11-05T05:50:43Z,UCoa7EqKmq85lcnoRGBLO1ig,eSAUBxUQTwI
Totally Unprecedented in All of Our Years of ALDI Dumpster Diving,2022-07-22T01:10:05Z,UCR4u4zBm37-uODgDlvsu7Bg,WT4V8ykEfzA
DUMPSTER DIVING MAGIC!  How Do YOU Score Free Food?!,2023-06-16T05:14:14Z,UCR4u4zBm37-uODgDlvsu7Bg,bJ2vEcd8QUA
"MEGA HAUL OF DUMPSTER AVOCADOS PLUS MEAT, DAIRY, AND MORE!",2023-05-11T20:07:59Z,UCR4u4zBm37-uODgDlvsu7Bg,hdn9MjhpV9k
AMAZING SURPRISE SCORE DUMPSTER DIVING AT ALDI!,2023-05-27T00:47:06Z,UCR4u4zBm37-uODgDlvsu7Bg,fcjWeFvDGWo
&quot;I Have a Strange Feeling This is Gonna Be BIG!&quot;  DUMPSTER DIVING FOR A MASSIVE HAUL! CASES OF FOOD!,2023-03-21T18:00:14Z,UCR4u4zBm37-uODgDlvsu7Bg,OfJv1A-CBI0
Mahirap/mailabas sa dumspter ang Mga chocolate Ang Dami at ang bigat😱 #dumpsterdiving #viral #free,2023-09-19T22:59:51Z,UCsvVR-3LWoIFmm7SP_gKtRA,DYuNtIJP7xI
Dumpster Diving For MEAT!!!,2018-02-10T19:22:16Z,UCR4u4zBm37-uODgDlvsu7Bg,UmV5KXPE8d8
DUMPSTER DIVING - WE HIT BIG ON FREE FOOD! EMPLOYEE BUSTED US!,2023-04-12T20:30:28Z,UCRhMrkNyXHub89ngqI0ZqXA,1uhiR_1ZeAE
Back in the ALDI Dumspter!  Pre-Christmas Dumpster Diving!    FREE FOOD!,2018-12-26T14:23:06Z,UCR4u4zBm37-uODgDlvsu7Bg,31hXaOEoD4Y
DAILY GROCERY RUN ~ DUMPSTER DIVING AT ALDI!,2022-11-16T18:57:55Z,UCR4u4zBm37-uODgDlvsu7Bg,_GTjekuN53c
100 PCS FROZEN FOOD SA BASURA | DUMPSTER DIVING #australia #pinoyabroad #dumspterdiving #sydney,2022-09-05T05:43:51Z,UCjJR3wJS7xIgwFqZenQWzUw,VODfNOyarS0
WE RESCUED HUNDREDS OF DOLLARS WORTH OF DOG FOOD FROM THE PETCO DUMPSTER PLUS DUMPSTER PLANT UPDATE!,2023-06-24T03:51:30Z,UCR4u4zBm37-uODgDlvsu7Bg,n__FCunBjmA
"DUMPSTER DIVING: ANOTHER AMAZING HUGE FREE GROCERY HAUL FROM  ALDI: MEAT, SOURDOUGH, SALAD, CHICKEN!",2021-04-25T02:55:48Z,UCR4u4zBm37-uODgDlvsu7Bg,WXXNEKgATxU
FREE GROCERY MEGA HAUL FROM THE SAV~A~LOT DUMPSTER!,2023-08-29T20:08:42Z,UCR4u4zBm37-uODgDlvsu7Bg,TKb_LKmgzhM
Donating Huge Dumpster Diving Hauls! Free Food,2022-06-21T23:33:40Z,UCZZbzBbSCrnUGtF43B5WCTQ,qQVaLOWAPv0
DUMPSTER DIVING: FRUGAL MOM HITS 3 ALDIS ON HER FIRST DIVE BACK SINCE THE ACCIDENT &amp; SCORES CHICKEN!,2021-05-20T00:36:29Z,UCR4u4zBm37-uODgDlvsu7Bg,bx52YwuRlY4
Dumpster Diving:Jackpot sa mga chocolates😊Dagdag balik bayan boxes @LowelaMulaTempel 📦🇺🇸🇵🇭,2023-02-08T04:33:04Z,UCshahIN7-Y5O7dVnNYe8mZw,7Q2-uL7wQjw
WHAT WE FOUND IN THE ALDI DUMPSTER AND WHAT WE DID WITH IT,2023-07-19T02:52:27Z,UCR4u4zBm37-uODgDlvsu7Bg,Y5HYx0pKn78
"Dumspter Dive: Super Mega Jackpot Ulit😱 Grabe maraming pagkain🍗🥚🍫 at chocolates, may mga purses pa👜",2023-03-05T05:10:30Z,UCshahIN7-Y5O7dVnNYe8mZw,Yw_2nVPEpsg
LOOK WHAT ALDI&#39;S THROWING AWAY TODAY! DUMPSTER DIVING FOR AN EXCELLENT HAUL OF FREE FOOD!,2023-04-15T16:54:12Z,UCR4u4zBm37-uODgDlvsu7Bg,fnBGAjtk0qc
Free Food ~ Dumpster Diving for Groceries!!  How to Eliminate That Grocery Bill!!,2019-02-03T23:02:08Z,UCR4u4zBm37-uODgDlvsu7Bg,hwqs3FEMN0Q
He Said It&#39;s One of His TOP FIVE Dumpster Dives EVER!  Amazing ALDI Dumpster Dive and Haul! #freegan,2022-07-17T10:00:31Z,UCR4u4zBm37-uODgDlvsu7Bg,u6Ap8bxj57s
Dumpster Dive: Super Mega Jackpot. Over Loaded sa mga mamahaling Chocolates💰💰🍫🍫,2023-02-28T05:55:44Z,UCshahIN7-Y5O7dVnNYe8mZw,s3DCNoqpqE8
DUMPSTER DIVING AT TARGET ~ THEY THREW OUT CASES AND CASES OF FOOD! DID THE FREEZERS GO OUT MAYBE?!,2021-10-25T22:41:34Z,UCR4u4zBm37-uODgDlvsu7Bg,NkI6glcy7dU
DUMPSTER DIVING ~ FREE FOOD FREE CLOTHES ~ FUNNY FUN FASHION SHOW ~ WATCH TIL THE END &amp; LAUGH! #free,2021-01-30T17:00:09Z,UCR4u4zBm37-uODgDlvsu7Bg,OSSS7wbX_3Y
DUMPSTER DIVING/KAGULAT-GULAT ANG JACKPOT😱HOLLY MOLLY😱 #dumpsterdiving #free #chocolate #viral,2023-05-08T23:01:26Z,UCsvVR-3LWoIFmm7SP_gKtRA,Q5iiS_9Vp1w
At the ALDI Dumpster for all of the Action ~ Freeganism!! Dumpster Diving!,2018-10-07T16:00:00Z,UCR4u4zBm37-uODgDlvsu7Bg,0DI6IkJtpAY
DUMPSTER DIVING AT ALDI ~ AMAZING SCORE! OVER $400 WORTH OF SALMON! GIANT SLABS OF SALMON! #FreeFood,2020-12-31T17:00:15Z,UCR4u4zBm37-uODgDlvsu7Bg,GvGBtxAQ6Ao
